"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"I Hope They Serve Beer in Hell ","Comedy","Bob Gosse","Geoff Stults","Susie Abromeit","Derek Wayne Johnson","Color","bachelor party|bare butt|loud sex|sex standing up|topless female nudity","English",2009,5.3
"Z Storm ","Action|Crime","David Lam","Michael Wong","Louis Koo","Stephen Au","Color","","Cantonese",2014,5.3
"Snow Queen ","Adventure|Animation|Family","Vladlen Barbe","Erin Fitzgerald","Wendee Lee","Ivan Okhlobystin","Color","3d","Russian",2012,5.3
"Simply Irresistible ","Comedy|Drama|Fantasy|Romance","Mark Tarlov","Sarah Michelle Gellar","Dylan Baker","Lawrence Gilliard Jr.","Color","chef|female chef|love|magic|restaurant","English",1999,5.3
"Salvation Boulevard ","Action|Comedy|Drama|Thriller","George Ratliff","Jim Gaffigan","Cree Kelly","Mike Eshaq","Color","cross|doused with gasoline|pastor|security guard|shower","English",2011,5.3
"Spring Breakers ","Crime|Drama","Harmony Korine","James Franco","Heather Morris","Rachel Korine","Color","kissing a dead body|repeated dialogue|sex in pool|spring break|twins","English",2012,5.3
"The Forsaken ","Horror|Thriller","J.S. Cardone","Brendan Fehr","Kerr Smith","Izabella Miko","Color","flashing breasts|hitchhiker|vampire|vampire hunter|virus","English",2001,5.3
"All Hat ","Western","Leonard Farlinger","Keith Carradine","Gary Farmer","Stephen McHattie","Color","contemporary west|cowboy|horse|jockey|neo western","English",2007,5.3
"D.E.B.S. ","Action|Comedy|Romance","Angela Robinson","Jordana Brewster","Geoff Stults","Scoot McNairy","Color","1959 cadillac|diamonds|female villain|force field|voyeurism","English",2004,5.3
"Spaced Invaders ","Adventure|Comedy|Sci-Fi","Patrick Read Johnson","Ariana Richards","Royal Dano","Tonya Lee Williams","Color","alien|halloween|killer robot|outer space|wrestler costume","English",1990,5.3
"Warlock: The Armageddon ","Fantasy|Horror","Anthony Hickox","Julian Sands","Zach Galligan","Paula Marshall","Color","druid|eclipse|rune|scalping|warlock","English",1993,5.3
"8 Heads in a Duffel Bag ","Comedy|Crime","Tom Schulman","Kristy Swanson","George Hamilton","Dyan Cannon","Color","camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose","English",1997,5.3
"Bachelorette ","Comedy|Romance","Leslye Headland","Kirsten Dunst","Adam Scott","Andrew Rannells","Color","bachelorette party|drug use|high school|overdose|wedding dress","English",2012,5.3
"Tim and Eric's Billion Dollar Movie ","Comedy","Tim Heidecker","Michael Gross","William Atherton","Bob Ross","Color","film in film|man with glasses|reference to steven spielberg|self referential|shopping mall","English",2012,5.3
"Demonic ","Horror|Thriller","Will Canon","Frank Grillo","Scott Mechlowicz","Aaron Yoo","Color","death|detective|house|missing|supernatural","English",2015,5.3
"Friday the 13th Part VII: The New Blood ","Horror","John Carl Buechler","Kane Hodder","Terry Kiser","William Butler","Color","death|jason voorhees|massacre|slaughter|telekinesis","English",1988,5.3
"The Astronaut's Wife ","Drama|Sci-Fi|Thriller","Rand Ravich","Johnny Depp","Charlize Theron","Clea DuVall","Color","astronaut|electrocuted in bathtub|mission|pilot|sister","English",1999,5.3
"Timber Falls ","Horror|Thriller","Tony Giglio","Brianna Brown","Nick Searcy","Beth Broderick","Color","hiking|voyeur|voyeurism|west virginia|woods","English",2007,5.3
"Always Woodstock ","Comedy|Music|Romance","Rita Merson","Ryan Guzman","James Wolk","Jason Ritter","Color","claim in title|contraction in title|new york|new york city|woodstock","English",2014,5.3
"Silent House ","Drama|Horror|Mystery|Thriller","Chris Kentis","Eric Sheffer Stevens","Julia Taylor Ross","Adam Trese","Color","bound and gagged|girl|haunted house|hearing noises|uninterrupted shot","English",2011,5.3
"Captive ","Crime|Drama|Thriller","Jerry Jameson","David Oyelowo","Leonor Varela","Sydelle Noel","Color","auto theft|based on true story|drug addict|kidnapping|violence","English",2015,5.3
"Roadside Romeo ","Animation|Comedy|Family|Romance","Jugal Hansraj","Saif Ali Khan","Sanjay Mishra","Javed Jaffrey","Color","india|love|love at first sight|mumbai india|reference to edward scissorhands","Hindi",2008,5.3
"Slacker Uprising ","Documentary","Michael Moore","Michael Moore","Eddie Vedder","Steve Earle","Color","character name in title|election campaign|presidential election","English",2007,5.3
"Sublime ","Horror|Thriller","Tony Krantz","George Newbern","Tom Cavanagh","Cas Anvar","Color","birthday|birthday party|colonoscopy|hospital|surgery","English",2007,5.3
"A Fine Step ","Drama","Jonathan Meyers","Justin Baldoni","Luke Perry","Leonor Varela","","","",2014,5.3
"House of Wax ","Horror","Jaume Collet-Serra","Robert Ri'chard","Paris Hilton","Brian Van Holt","Color","brother sister relationship|group of friends|male nudity|twin|wax","English",2005,5.3
"Walter ","Comedy|Drama","Anna Mastro","Leven Rambin","Justin Kirk","Virginia Madsen","Color","based on short film|based on short story","English",2015,5.3
"Civil Brand ","Crime|Drama|Thriller","Neema Barnette","Monica Calhoun","LisaRaye McCoy","Clifton Powell","Color","abuse of power|friendship|prison|prison guard|title directed by female","English",2002,5.3
"Aroused ","Documentary","Deborah Anderson","Lisa Ann","Jesse Jane","Kayden Kross"," Black and White","aroused|photography|pornography documentary|pornstar","English",2013,5.3
"20 Dates ","Biography|Comedy|Romance","Myles Berkowitz","Tia Carrere","Tom Ardavany","Robert McKee","Color","fake documentary|hidden camera|mockumentary|narrative|reality show","English",1998,5.3
"Jupiter Ascending ","Action|Adventure|Sci-Fi","Lana Wachowski","Channing Tatum","Mila Kunis","Eddie Redmayne","Color","box office flop|critically bashed|planet earth|space opera|woman in bra and panties","English",2015,5.4
"Evan Almighty ","Comedy|Family|Fantasy","Tom Shadyac","Jimmy Bennett","Morgan Freeman","Steve Carell","Color","ark|change|congressman|depiction of god|flood","English",2007,5.4
"Mars Needs Moms ","Action|Adventure|Animation|Comedy|Family|Sci-Fi","Simon Wells","Elisabeth Harnois","Dan Fogler","Tom Everett Scott","Color","boy|martian|rescue|robot|sexism","English",2011,5.4
"Stuart Little 2 ","Adventure|Animation|Comedy|Family|Fantasy","Rob Minkoff","Nathan Lane","Brad Garrett","Melanie Griffith","Color","anthropomorphic mouse|falcon|marshmallow|second part|soccer","English",2002,5.4
"Home on the Range ","Animation|Comedy|Family|Music|Western","Will Finn","Steve Buscemi","Roseanne Barr","G.W. Bailey","Color","cattle|cow|dairy farm|farm|rustler","English",2004,5.4
"The Smurfs 2 ","Adventure|Animation|Comedy|Family|Fantasy","Raja Gosnell","Jacob Tremblay","Nancy O'Dell","Vanessa Matsui","Color","based on cartoon|box office hit|no opening credits|sequel|smurf","English",2013,5.4
"Batman Forever ","Action|Adventure|Fantasy","Joel Schumacher","Michael Gough","Rene Auberjonois","Debi Mazar","Color","love|necktie|partner|rock music|tuxedo","English",1995,5.4
"Land of the Lost ","Adventure|Comedy|Sci-Fi","Brad Silberling","Will Ferrell","Anna Friel","Bobb'e J. Thompson","Color","human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex","English",2009,5.4
"Volcano ","Action|Drama|Sci-Fi|Thriller","Mick Jackson","Don Cheadle","Anne Heche","Gaby Hoffmann","Color","earthquake|fire|lava|rescue|volcano","English",1997,5.4
"The Core ","Action|Adventure|Sci-Fi|Thriller","Jon Amiel","Glenn Morshower","Tchéky Karyo","Rekha Sharma","Color","core|earth|natural disaster|pacemaker|scientist","English",2003,5.4
"Grown Ups 2 ","Comedy","Dennis Dugan","Steve Buscemi","Adam Sandler","Jon Lovitz","Color","belching|number in title|party|reference to nicki minaj|sneezing","English",2013,5.4
"Hotel for Dogs ","Comedy|Family","Thor Freudenthal","Don Cheadle","Kevin Dillon","Yvette Nicole Brown","Color","abandoned hotel|dog|foster home|overalls|playing with a dog","English",2009,5.4
"Killers ","Action|Comedy|Romance|Thriller","Robert Luketic","Tom Selleck","Lisa Ann Walter","Catherine O'Hara","Color","hired killer|marriage|neighbor|on the run|store clerk","English",2010,5.4
"I Spy ","Action|Adventure|Comedy|Thriller","Betty Thomas","Gary Cole","Phill Lewis","Tate Taylor","Color","boxer|espionage|spy|stealth|top secret","English",2002,5.4
"Blackhat ","Action|Crime|Drama|Mystery|Thriller","Michael Mann","Chris Hemsworth","Archie Kao","Brandon Molale","Color","chinese|computer|cybercrime|hacker|one word title","English",2015,5.4
"The Last Legion ","Action|Adventure|Fantasy|War","Doug Lefler","Colin Firth","Nonso Anozie","Owen Teale","Color","5th century|boy|capri|roman legion|soldier","English",2007,5.4
"Resident Evil: Retribution ","Action|Horror|Sci-Fi|Thriller","Paul W.S. Anderson","Milla Jovovich","Boris Kodjoe","Bingbing Li","Color","corporation|fight|rescue|umbrella|zombie","English",2012,5.4
"Cheaper by the Dozen 2 ","Adventure|Comedy|Family","Adam Shankman","Taylor Lautner","Tom Welling","Alyson Stoner","Color","children|competition|rival|second part|vacation","English",2005,5.4
"Jingle All the Way ","Comedy|Family","Brian Levant","Jim Belushi","Harvey Korman","Jake Lloyd","Color","action figure|christmas|hero|karate|toy","English",1996,5.4
"Under Siege 2: Dark Territory ","Action|Thriller","Geoff Murphy","Peter Greene","Brenda Bakke","Patrick Kilpatrick","Color","colorado|niece|satellite|terrorist|train","English",1995,5.4
"George of the Jungle ","Action|Adventure|Comedy|Family|Romance","Sam Weisman","Brendan Fraser","Abraham Benrubi","Holland Taylor","Color","animal companion|heiress|hero|jungle|male objectification","English",1997,5.4
"The Ring Two ","Horror|Mystery","Hideo Nakata","Naomi Watts","Gary Cole","Sissy Spacek","Color","cartoon on tv|foreign language adaptation|second part|videotape|writer","English",2005,5.4
"Man of the House ","Action|Comedy","Stephen Herek","Christina Milian","Vanessa Ferlito","Kelli Garner","Color","cheerleader|cheerleading movie|neo noir|neo western|texas ranger","English",2005,5.4
"The Specialist ","Action|Crime|Drama|Romance|Thriller","Luis Llosa","Sylvester Stallone","Rod Steiger","Emilio Estefan Jr.","Color","bomb|cia|explosive|explosives expert|miami florida","English",1994,5.4
"Aliens in the Attic ","Adventure|Comedy|Family|Fantasy|Sci-Fi","John Schultz","Malese Jow","Carter Jenkins","Tim Meadows","Color","alien|attic|boyfriend|mind control|nintendo ds","English",2009,5.4
"Bangkok Dangerous ","Action|Crime|Thriller","Danny Pang","Nicolas Cage","Charlie Yeung","James With","Color","deaf|hitman|nightclub|pickpocket|rules of profession","English",2008,5.4
"Boomerang ","Comedy|Drama|Romance","Reginald Hudlin","John Witherspoon","Eartha Kitt","Geoffrey Holder","Color","advertising|battle of the sexes|dating|one word title|womanizer","English",1992,5.4
"Red Riding Hood ","Fantasy|Horror|Mystery|Thriller","Catherine Hardwicke","Gary Oldman","Billy Burke","Virginia Madsen","Color","death|forest|love|werewolf|werewolf bite","English",2011,5.4
"Aloha ","Comedy|Drama|Romance","Cameron Crowe","Emma Stone","Bradley Cooper","Bill Murray","Color","box office flop|critically bashed|hawaii|one word title|written by director","English",2015,5.4
"Head of State ","Comedy","Chris Rock","Bernie Mac","Dylan Baker","Tracy Morgan","Color","alderman|party|president|presidential candidate|washington d.c.","English",2003,5.4
"Spy Kids ","Action|Adventure|Comedy|Family|Sci-Fi","Robert Rodriguez","Alexa PenaVega","Cheech Marin","Daryl Sabara","Color","brother sister relationship|espionage|rescue|secret agent|spy","English",2001,5.4
"Old Dogs ","Comedy|Family","Walt Becker","Robin Williams","Bernie Mac","Ann-Margret","Color","best friend|business deal|impulse|public relations|twin","English",2009,5.4
"Max Payne ","Action|Crime|Drama|Mystery|Thriller","John Moore","Mila Kunis","Beau Bridges","Jamie Hector","Color","corporation|death|ex partner|hallucination|police detective","English",2008,5.4
"Unfinished Business ","Comedy","Ken Scott","Tom Wilkinson","June Diane Raphael","Melissa McMeekin","Color","business trip|company|glory hole|male frontal nudity|male nudity","English",2015,5.4
"Down to Earth ","Comedy|Fantasy","Chris Weitz","Chazz Palminteri","Mark Addy","Wanda Sykes","Color","angel|butler|heaven|manhattan new york city|reincarnation","English",2001,5.4
"Bride Wars ","Comedy|Romance","Gary Winick","Anne Hathaway","Steve Howey","Candice Bergen","Color","best friend|dyed hair|fake tan|rivalry|wedding","English",2009,5.4
"Star Trek V: The Final Frontier ","Action|Adventure|Sci-Fi|Thriller","William Shatner","Leonard Nimoy","Nichelle Nichols","Walter Koenig","Color","captain|half brother|klingon|planet|vulcan","English",1989,5.4
"Eight Legged Freaks ","Action|Comedy|Horror","Ellory Elkayem","Scarlett Johansson","Doug E. Doug","Riley Smith","Color","creature feature|human versus spider|spider|spider feature|woman sheriff","English",2002,5.4
"The Spy Next Door ","Action|Comedy|Family","Brian Levant","Madeline Carroll","Amber Valletta","George Lopez","Color","chinese|cia|single mother|spy|terrorist","English",2010,5.4
"A Simple Wish ","Comedy|Family|Fantasy","Michael Ritchie","Mara Wilson","Francis Capra","Kathleen Turner","Color","8 year old|convention|magic|magic wand|male fairy godmother","English",1997,5.4
"Viy ","Adventure|Fantasy|Mystery|Thriller","Oleg Stepchenko","Jason Flemyng","Igor Jijikine","Agnia Ditkovskite","Color","cartographer|creature|foreign language adaptation|sword and sorcery|village","Russian",2014,5.4
"Maximum Risk ","Action|Crime|Mystery|Romance|Thriller","Ringo Lam","Natasha Henstridge","Zach Grenier","Paul Ben-Victor","Color","fbi|fbi agent|mafia|russian mafia|twin","English",1996,5.4
"Play It to the Bone ","Comedy|Drama|Sport","Ron Shelton","Willie Garson","Robert Wagner","Lolita Davidovich","Color","boxing movie|friendship|highway travel|male rear nudity|road movie","English",1999,5.4
"The Adventurer: The Curse of the Midas Box ","Adventure|Family|Fantasy","Jonathan Newman","Ioan Gruffudd","Keeley Hawes","Oliver Stark","Color","based on novel|drowning|hanging from a flagpole|hanging from a rope|magic","English",2013,5.4
"Stone ","Drama|Thriller","John Curran","Robert De Niro","Milla Jovovich","Frances Conroy","Color","arsonist|blood splatter on face|deception|parole|parole officer","English",2010,5.4
"White Chicks ","Comedy|Crime","Keenen Ivory Wayans","Busy Philipps","Jaime King","Brittany Daniel","Color","african american|crossdresser|fbi|undercover|vomiting","English",2004,5.4
"The Jungle Book 2 ","Adventure|Animation|Family|Musical","Steve Trenbirth","Haley Joel Osment","Phil Collins","Tony Jay","Color","dog|jungle|shot gun|tiger|village","English",2003,5.4
"Under the Rainbow ","Comedy","Steve Rash","Mako","Adam Arkin","Billy Barty","Color","assassin|hotel|japanese tourist|secret service|wizard of oz","English",1981,5.4
"The Tempest ","Comedy|Drama|Fantasy|Romance","Julie Taymor","Djimon Hounsou","Reeve Carney","Tom Conti","Color","banishment|sorcery|spirit|staff|storm at sea","English",2010,5.4
"Just Married ","Comedy|Romance","Shawn Levy","Taran Killam","David Agranov","David Moscow","Color","fall|honeymoon|love|marriage|newlywed","English",2003,5.4
"The Young Messiah ","Drama","Cyrus Nowrasteh","Clive Russell","Vincent Walsh","Finn Ireland","Color","based on novel","English",2016,5.4
"See Spot Run ","Action|Comedy|Crime|Family","John Whitesell","Leslie Bibb","Angus T. Jones","Paul Sorvino","Color","boy|fbi|mailman|van|witness protection","English",2001,5.4
"Big Fat Liar ","Adventure|Comedy|Family","Shawn Levy","Frankie Muniz","Donald Faison","Lee Majors","Color","brunette|film producer|liar|prank|stunt","English",2002,5.4
"Aloha ","Comedy|Drama|Romance","Cameron Crowe","Emma Stone","Bradley Cooper","Bill Murray","Color","box office flop|critically bashed|hawaii|one word title|written by director","English",2015,5.4
"The Man with the Iron Fists ","Action","RZA","Rick Yune","RZA","Daniel Wu","Color","blacksmith|box office flop|chop socky|critically bashed|village","English",2012,5.4
"Good Deeds ","Comedy|Drama|Romance","Tyler Perry","Eddie Cibrian","Phylicia Rashad","Jamie Kennedy","Color","businessman|fight|mean brother|narrated by character|wordplay in title","English",2012,5.4
